index	word	lemma	posUni	posFine	morph	head	dep	_	coarse_dep
21	baliatu	baliatu	VERB	_	VerbForm=Part	23	xcomp	_	xcomp
23	du	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	conj	_	conj
3	du	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
7	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	8	aux	_	aux
8	aurkeztuko	aurkeztu	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
12	egingo	egin	VERB	_	Aspect=Prosp|VerbForm=Part	14	acl	_	acl
13	dituzten	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	12	aux	_	aux
2	hasiz	hasi	VERB	_	Case=Ins|Definite=Ind|VerbForm=Part	16	advcl	_	advcl
11	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	16	aux	_	aux
16	izango	izan	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	SpaceAfter=No	root
7	jartzea	jarri	VERB	_	Case=Abs	10	xcomp	_	xcomp
9	dutela	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	10	aux	_	aux
10	onartuko	onartu	VERB	_	Aspect=Prosp|VerbForm=Part	11	csubj	_	csubj
11	esan	esan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
12	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	11	aux	_	aux
18	dela	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	19	cop	_	cop
22	emateko	eman	VERB	_	Case=Abs|Definite=Ind	18	advcl	SpaceAfter=No	advcl
6	agortu	agortu	VERB	_	VerbForm=Part	13	advcl	_	advcl
10	hil	hil	VERB	_	Aspect=Perf|VerbForm=Part	6	conj	_	conj
11	delako	izan	AUX	_	Case=Loc|Mood=Ind|Number[abs]=Sing|Person[abs]=3	10	aux	_	aux
14	flotatzen	flotatu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
15	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	14	aux	SpaceAfter=No	aux
3	antzematen	antzeman	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
4	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	3	aux	_	aux
3	badudala	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=1|Polarity=Pos	4	ccomp	_	ccomp
4	erakutsiko	erakutsi	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
5	diot	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=1	4	aux	_	aux
9	dut	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	14	aux	_	aux
14	lagatuko	laga	VERB	_	Aspect=Prosp|VerbForm=Part	7	conj	SpaceAfter=No	conj
16	ahantziko	ahantzi	VERB	_	Aspect=Prosp|VerbForm=Part	14	conj	SpaceAfter=No	conj
9	diola	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	10	ccomp	_	ccomp
10	iritzi	iritzi	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
11	dio	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	10	aux	_	aux
5	atxilotzeko	atxilotu	VERB	_	Case=Abs|Definite=Ind	11	xcomp	_	xcomp
10	babesteko	babestu	VERB	_	Case=Abs|Definite=Ind	5	conj	_	conj
11	eskatu	eskatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
12	dio	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	11	aux	_	aux
6	du	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	SpaceAfter=No	root
10	irabazten	irabazi	VERB	_	Aspect=Imp|VerbForm=Inf	6	conj	_	conj
11	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	10	aux	SpaceAfter=No	aux
16	dute	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	6	conj	SpaceAfter=No	conj
4	du	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
8	arduratzeaz	arduratu	VERB	_	Case=Ins|Definite=Def|Number=Sing	14	advcl	_	advcl
12	gordetzeko	gorde	VERB	_	Case=Loc	13	advcl	_	advcl
14	egin	egin	VERB	_	VerbForm=Part	6	conj	_	conj
16	saltzen	saldu	VERB	_	Aspect=Imp|VerbForm=Inf	14	conj	_	conj
17	ditu	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	16	aux	SpaceAfter=No	aux
3	iritsi	iritsi	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
4	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	3	aux	_	aux
10	zien	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Plur|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	13	aux	_	aux
13	eman	eman	VERB	_	Aspect=Perf|VerbForm=Part	3	conj	SpaceAfter=No	conj
9	den	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	8	cop	_	cop
14	egin	egin	VERB	_	VerbForm=Part	0	root	_	root
18	bukatu	bukatu	VERB	_	Aspect=Perf|VerbForm=Part	14	conj	_	conj
19	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	18	aux	SpaceAfter=No	aux
4	dagokionez	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Person[abs]=3|Person[dat]=3	15	advcl	SpaceAfter=No	advcl
11	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	13	ccomp	_	ccomp
12	zutela	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	11	aux	_	aux
13	nabarmendu	nabarmendu	VERB	_	VerbForm=Part	15	csubj	_	csubj
15	da	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	0	root	SpaceAfter=No	root
7	gaitzetsi	gaitzetsi	VERB	_	VerbForm=Part	0	root	_	root
8	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	7	aux	_	aux
9	zituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	7	aux	_	aux
11	gertatutako	gertatu	VERB	_	Case=Loc|VerbForm=Part	13	advcl	_	advcl
2	gertatu	gertatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	aux	SpaceAfter=No	aux
2	irabazten	irabazi	VERB	_	Aspect=Imp|VerbForm=Inf	8	nsubj	_	nsubj
3	dutena	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	2	aux	SpaceAfter=No	aux
10	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	8	cop	SpaceAfter=No	cop
16	dituztelarik	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	10	advcl	SpaceAfter=No	advcl
2	zuen	ukan	VERB	_	_	6	advcl	_	advcl
6	zegoen	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	0	root	_	root
12	zeuden	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	6	conj	SpaceAfter=No	conj
2	gertatu	gertatu	VERB	_	VerbForm=Part	11	advcl	_	advcl
11	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
12	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	11	aux	_	aux
14	egindako	egin	VERB	_	Case=Loc|VerbForm=Part	16	advcl	_	advcl
2	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	6	aux	_	aux
6	izan	izan	AUX	_	Aspect=Perf|VerbForm=Part	5	cop	SpaceAfter=No	cop
11	bete	bete	VERB	_	Aspect=Perf|VerbForm=Part	6	conj	_	conj
12	zituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	11	aux	_	aux
2	hiltzeko	hil	VERB	_	Case=Loc	3	advcl	_	advcl
11	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	10	cop	SpaceAfter=No	cop
2	dela	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	13	advcl	_	advcl
6	egindako	egin	VERB	_	Case=Loc|VerbForm=Part	7	advcl	_	advcl
11	nahastuta	nahastu	VERB	_	VerbForm=Part	14	ccomp	SpaceAfter=No	ccomp
13	dituela	ukan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	11	cop	_	cop
14	esan	esan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
15	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	14	aux	SpaceAfter=No	aux
8	geratu	geratu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
9	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	8	aux	_	aux
13	eginiko	egin	VERB	_	Case=Loc|VerbForm=Part	14	advcl	_	advcl
6	jokatuko	jokatu	VERB	_	Aspect=Prosp|VerbForm=Part	8	acl	_	acl
7	duten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	6	aux	_	aux
13	izendatu	izendatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
14	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	13	aux	_	aux
3	zegoen	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	0	root	SpaceAfter=No	root
9	zegokion	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Person[abs]=3|Person[dat]=3	10	acl	_	acl
14	zabalduz	zabaldu	VERB	_	Case=Ins|Definite=Ind|VerbForm=Part	19	advcl	_	advcl
19	geldituko	gelditu	VERB	_	Aspect=Prosp|VerbForm=Part	3	ccomp	_	ccomp
20	zela	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	19	aux	_	aux
5	korritu	korritu	VERB	_	VerbForm=Part	10	advcl	_	advcl
10	sentitzen	sentitu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
11	nituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	10	aux	_	aux
14	pentsatzen	pentsatu	VERB	_	Aspect=Imp|VerbForm=Inf	10	conj	_	conj
15	nuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	14	aux	SpaceAfter=No	aux
2	gustatzen	gustatu	VERB	_	Aspect=Imp|VerbForm=Inf	11	advcl	_	advcl
3	zaiolako	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Person[abs]=3|Person[dat]=3	2	aux	_	aux
10	izateko	izan	VERB	_	Case=Abs|Definite=Ind	2	conj	_	conj
11	sartu	sartu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
12	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	11	aux	_	aux
8	hil	hil	VERB	_	Aspect=Perf|VerbForm=Part	10	ccomp	_	ccomp
9	dituztela	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	8	aux	_	aux
10	ziurtatu	ziurtatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
11	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	10	aux	SpaceAfter=No	aux
4	azaltzekoak	azaldu	VERB	_	Case=Abs|Definite=Def|Number=Plur	0	root	_	root
5	ziren	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	4	cop	SpaceAfter=No	cop
4	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
5	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	aux	_	aux
13	izendatu	izendatu	VERB	_	Aspect=Perf|VerbForm=Part	17	advcl	_	advcl
14	zutenean	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	13	aux	SpaceAfter=No	aux
17	zelako	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	18	cop	_	cop
29	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	4	conj	_	conj
30	zien	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Plur|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	29	aux	SpaceAfter=No	aux
5	argitzea	argitu	VERB	_	Case=Abs	6	xcomp	_	xcomp
6	adostu	adostu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
7	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	6	aux	SpaceAfter=No	aux
9	kanporatzea	kanporatu	VERB	_	Case=Abs	18	advcl	_	advcl
10	bada	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	9	cop	SpaceAfter=No	cop
17	egiteko	egin	VERB	_	Case=Abs|Definite=Ind	18	xcomp	_	xcomp
18	eskatu	eskatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
19	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	18	aux	SpaceAfter=No	aux
3	joan	joan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
4	bazihoan	joan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3|Polarity=Pos	3	aux	SpaceAfter=No	aux
2	zukeen	*edun	AUX	_	Mood=Cnd|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	aux	_	aux
4	sartuko	sartu	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	SpaceAfter=No	root
2	aipatu	aipatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	duzu	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=2	2	aux	SpaceAfter=No	aux
9	dago	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	conj	SpaceAfter=No	conj
9	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	9	aux	_	aux
6	eragin	eragin	VERB	_	Aspect=Perf|VerbForm=Part	8	acl	_	acl
7	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	6	aux	_	aux
13	dakartza	ekarri	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
5	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	4	cop	SpaceAfter=No	cop
4	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	cop	SpaceAfter=No	cop
9	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	zituzten	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	9	aux	SpaceAfter=No	aux
4	edukiko	eduki	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
5	dut	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	4	aux	_	aux
5	mugitzen	mugitu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
6	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	5	aux	SpaceAfter=No	aux
12	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	10	cop	SpaceAfter=No	cop
2	dio	esan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
8	du	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	SpaceAfter=No	root
7	ezarri	ezarri	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
8	dio	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	7	aux	_	aux
11	debekatu	debekatu	VERB	_	VerbForm=Part	7	conj	_	conj
12	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	11	aux	_	aux
13	die	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Plur|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	11	aux	_	aux
21	aritzea	aritu	VERB	_	Case=Abs	11	xcomp	SpaceAfter=No	xcomp
26	die	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Plur|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	27	aux	_	aux
27	ematen	eman	VERB	_	Aspect=Imp|VerbForm=Inf	7	conj	_	conj
4	egin	egin	VERB	_	VerbForm=Part	6	xcomp	_	xcomp
6	du	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
2	jaitsi	jaitsi	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	2	aux	SpaceAfter=No	aux
3	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	4	aux	_	aux
4	hartuko	hartu	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	SpaceAfter=No	root
8	izango	izan	VERB	_	Aspect=Prosp|VerbForm=Part	14	acl	_	acl
9	diren	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	8	aux	_	aux
17	izateko	izan	VERB	_	Case=Abs|Definite=Ind	4	advcl	SpaceAfter=No	advcl
2	sartu	sartu	VERB	_	VerbForm=Part	8	advcl	_	advcl
6	pasatu	pasatu	VERB	_	VerbForm=Part	8	xcomp	_	xcomp
8	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
9	zituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	8	aux	SpaceAfter=No	aux
26	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	8	conj	_	conj
27	ditu	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	26	aux	SpaceAfter=No	aux
2	moldatzen	moldatu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
3	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	aux	_	aux
8	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	5	cop	_	cop
22	direla	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	23	ccomp	_	ccomp
23	salatu	salatu	VERB	_	Aspect=Perf|VerbForm=Part	8	conj	_	conj
24	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	23	aux	SpaceAfter=No	aux
28	izan	izan	VERB	_	VerbForm=Part	23	advcl	_	advcl
5	egitean	egin	VERB	_	Case=Ine	8	advcl	SpaceAfter=No	advcl
8	piztu	piztu	VERB	_	VerbForm=Part	0	root	_	root
9	egiten	egin	VERB	_	Aspect=Imp|VerbForm=Inf	8	aux	_	aux
10	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	8	aux	_	aux
16	zirimolatzen	zirimolatu	VERB	_	Aspect=Imp|VerbForm=Inf	8	conj	_	conj
17	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	16	aux	_	aux
4	azpimarkatu	azpimarkatu	VERB	_	Aspect=Perf|VerbForm=Part	18	advcl	_	advcl
5	zuenez	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	aux	SpaceAfter=No	aux
14	aurrikusitako	aurreikusi	VERB	_	Case=Loc|VerbForm=Part	15	advcl	_	advcl
18	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	17	cop	_	cop
19	banatu	banatu	VERB	_	VerbForm=Part	18	advcl	_	advcl
21	birziklatzen	birziklatu	VERB	_	Aspect=Imp|VerbForm=Inf	19	conj	_	conj
23	bada	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	21	aux	SpaceAfter=No	aux
5	zeuden	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	0	root	_	root
10	egiten	egin	VERB	_	Aspect=Imp|VerbForm=Inf	5	conj	_	conj
11	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	10	aux	SpaceAfter=No	aux
5	trebatuen	trebatu	VERB	_	Case=Gen|Definite=Def|Number=Plur|VerbForm=Part	3	nmod	_	nmod
7	dela	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	14	advcl	_	advcl
14	ireki	ireki	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
15	dizkie	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[dat]=Plur|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	14	aux	_	aux
2	zait	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Person[abs]=3|Person[dat]=1	0	root	_	root
9	dioten	esan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	2	ccomp	SpaceAfter=No	ccomp
9	dagoela	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	11	ccomp	_	ccomp
11	du	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
7	berriztatzeko	berriztatu	VERB	_	Case=Loc	8	advcl	_	advcl
9	azpimarratu	azpimarratu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	9	aux	SpaceAfter=No	aux
22	sartzea	sartu	AUX	_	Case=Abs	13	cop	_	cop
23	izango	izan	AUX	_	Aspect=Prosp|VerbForm=Part	22	cop	_	cop
24	baita	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	23	aux	SpaceAfter=No	aux
6	gertatu	gertatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
7	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	6	aux	SpaceAfter=No	aux
3	datorren	etorri	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	4	acl	_	acl
6	jakingo	jakin	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
7	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	6	aux	SpaceAfter=No	aux
10	egingo	egin	VERB	_	Aspect=Prosp|VerbForm=Part	12	acl	_	acl
11	den	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	10	aux	_	aux
2	pentsatu	pentsatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	zenuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=2	2	aux	_	aux
7	atxilotuko	atxilotu	VERB	_	Aspect=Prosp|VerbForm=Part	2	ccomp	_	ccomp
8	zintuztela	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=2|Person[erg]=3	7	aux	SpaceAfter=No	aux
7	utzi	utzi	VERB	_	VerbForm=Part	10	ccomp	_	ccomp
8	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	7	aux	_	aux
9	duela	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	7	aux	_	aux
10	jakin	jakin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
11	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	10	aux	_	aux
4	izango	izan	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
5	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	4	aux	_	aux
2	esan	esan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	aux	SpaceAfter=No	aux
12	zeudela	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	2	ccomp	_	ccomp
16	deseginda	desegin	VERB	_	VerbForm=Part	17	xcomp	_	xcomp
17	gertatuko	gertatu	VERB	_	Aspect=Prosp|VerbForm=Part	12	conj	_	conj
